Id,Label,d3,d2,d1,d0,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Filter,X,Y,Size,Color
6WpMmtHYz6DhHhrQWx566m,6WpMmtHYz6DhHhrQWx566m,"hard alternative, heavy alternative",26,29890,Burn Halo,0,0,0,0,6,,-677.990662,455.342224,10,"#73c000"
4QmfDUxqqt0DO7edOOMUvl,4QmfDUxqqt0DO7edOOMUvl,heavy alternative,23,29213,Stereoside,0,0,0,0,6,,-892.158386,951.747253,10,"#73c000"
7a06JYLmZG3txQqr9uzvbg,7a06JYLmZG3txQqr9uzvbg,post-grunge,32,53220,Cavo,10,0.213315,0.30577,1062.787763,6,,-760.746704,657.6875,18.213108,"#73c000"
28DlNBW2UlEVVgTuCcYtTe,28DlNBW2UlEVVgTuCcYtTe,"alternative metal, christian rock, post-grunge",42,191874,Art Of Dying,0,0,0,0,4,,-544.606873,276.984344,10,"#ff5584"
60tc2v0OZXPmGhRCcVrSqM,60tc2v0OZXPmGhRCcVrSqM,"hard alternative, heavy alternative",24,36422,One Less Reason,0,0,0,0,6,,-895.751465,1064.258179,10,"#73c000"
2DntubHirEICSdXa23WNpV,2DntubHirEICSdXa23WNpV,"heartland rock, heavy alternative",38,52734,Royal Bliss,0,0,0,0,6,,-783.849243,1070.786621,10,"#73c000"
10n5DVRlZbjbZ5ffpwpn6l,10n5DVRlZbjbZ5ffpwpn6l,"alternative metal, nu metal, post-grunge, rebel blues",48,271962,Rev Theory,11,0.188589,0.270979,607.166667,4,,-627.69281,178.562134,14.692119,"#ff5584"
1d5wNTZ8WZYE5WuXXjug9w,1d5wNTZ8WZYE5WuXXjug9w,"christian rock, post-grunge, rap rock",49,278372,Egypt Central,0,0,0,0,4,,-514.018921,-37.738293,10,"#ff5584"
1pRaG81GsVtaTBuVSpldt2,1pRaG81GsVtaTBuVSpldt2,"alternative metal, nu metal, post-grunge",52,552823,Pop Evil,0,0,0,0,4,,-728.126282,-101.705467,10,"#ff5584"
3pigXV2QUatr3szcb3MacR,3pigXV2QUatr3szcb3MacR,post-grunge,48,183809,Shaman's Harvest,0,0,0,0,4,,-395.792603,176.190613,10,"#ff5584"
4tMZahYVKJdjbC1GHVtNnV,4tMZahYVKJdjbC1GHVtNnV,"alternative metal, nu metal, post-grunge",40,212887,Tantric,0,0,0,0,4,,-709.795105,-206.488129,10,"#ff5584"
6pDRa5fS3myWSP0fpIUcNl,6pDRa5fS3myWSP0fpIUcNl,"alternative metal, canadian rock, christian rock, nu metal, post-grunge",51,273430,Evans Blue,0,0,0,0,4,,-559.354492,65.657196,10,"#ff5584"
5S6hjAxgxjsLylsTtMIimO,5S6hjAxgxjsLylsTtMIimO,"alternative metal, nu metal, rap metal",56,951586,Saliva,0,0,0,0,4,,-597.691589,-240.258057,10,"#ff5584"
0DrXhci3WAyo0WJv1RBOG6,0DrXhci3WAyo0WJv1RBOG6,"alternative metal, christian hard rock, christian rock, nu metal, post-grunge",43,417359,12 Stones,0,0,0,0,4,,-484.235535,-150.497437,10,"#ff5584"
2AVVj8ezW2mJ0v8u7XydiF,2AVVj8ezW2mJ0v8u7XydiF,"alternative metal, nu metal, post-grunge",53,875445,Saving Abel,0,0,0,0,4,,-399.174713,279.165161,10,"#ff5584"
64g59lHsc4g2jMFokrKDGW,64g59lHsc4g2jMFokrKDGW,"alternative metal, post-grunge",55,597080,My Darkest Days,0,0,0,0,4,,-504.496582,166.342896,10,"#ff5584"
7qAcXJgt1PWnxwUgxMdyuk,7qAcXJgt1PWnxwUgxMdyuk,"alternative metal, nu metal, post-grunge",53,892370,Sick Puppies,0,0,0,0,4,,-286.733612,230.922867,10,"#ff5584"
7nxzGBaGRmWGaxsIxmy6Nx,7nxzGBaGRmWGaxsIxmy6Nx,grunge pop,16,6449,Doubledrive,9,0.207947,0.278806,471.506763,6,,-391.791504,836.978516,13.643753,"#73c000"
5V5NZ8y72BgxpB6rN4XxtI,5V5NZ8y72BgxpB6rN4XxtI,post-grunge,38,83571,The Exies,0,0,0,0,6,,-800.910706,1178.020996,10,"#73c000"
2GuMOJNCLkYdDGfgbJMP3v,2GuMOJNCLkYdDGfgbJMP3v,canadian rock,30,37794,Thornley,0,0,0,0,6,,-784.70636,1292.50354,10,"#73c000"
0XyWrKlieKYjGrIkA3Kieq,0XyWrKlieKYjGrIkA3Kieq,"hard alternative, industrial metal, nu metal, rap rock",22,25131,Stereomud,0,0,0,0,6,,-340.419067,658.483398,10,"#73c000"
5dw20y4c03uTJPC7rKoDtS,5dw20y4c03uTJPC7rKoDtS,,29,13923,Institute,9,0.225899,0.302434,167.296916,6,,-544.840759,924.707092,11.292852,"#73c000"
6lBam1B1t8wpnH7pJHWnj6,6lBam1B1t8wpnH7pJHWnj6,,36,20996,Gavin Rossdale,0,0,0,0,6,,-694.408569,1229.513916,10,"#73c000"
7rLROMpngJJNjgA0QuFslW,7rLROMpngJJNjgA0QuFslW,canadian rock,21,16296,Audiovent,0,0,0,0,6,,-352.541992,1010.475403,10,"#73c000"
64PbmJodBtuaLJ9DpE9wDF,64PbmJodBtuaLJ9DpE9wDF,grunge pop,15,6027,Injected,0,0,0,0,6,,-568.146667,1142.40686,10,"#73c000"
3fv8LrqQBegapXGYeozRXP,3fv8LrqQBegapXGYeozRXP,supergroup,18,8399,Another Animal,0,0,0,0,6,,-591.951172,1259.808105,10,"#73c000"
21gbshFM2TtXQH6yVN4NkF,21gbshFM2TtXQH6yVN4NkF,"grunge pop, philly indie, progressive alternative",15,9079,Sinch,0,0,0,0,6,,-293.882568,917.513,10,"#73c000"
205R69oONynii13Suz3U8A,205R69oONynii13Suz3U8A,grunge pop,19,4591,Dust For Life,0,0,0,0,6,,-474.239319,1054.855103,10,"#73c000"
7dkVjeJSzc79ebDZspqhEH,7dkVjeJSzc79ebDZspqhEH,,6,3385,Call Me No One,0,0,0,0,6,,-232.316208,698.548523,10,"#73c000"
0feckEGYU0rSZd7womAwGY,0feckEGYU0rSZd7womAwGY,,3,2163,Clint Lowery's Hello Demons Meet Skeletons,0,0,0,0,6,,-372.494019,558.270203,10,"#73c000"
4qrdhnXBOzRt9OSmL29IFO,4qrdhnXBOzRt9OSmL29IFO,"alternative metal, nu metal, post-grunge",39,131191,Ra,0,0,0,0,6,,-230.924408,576.149658,10,"#73c000"
2WtFV305GtN3zoUf2troUq,2WtFV305GtN3zoUf2troUq,,21,3859,Buzzhorn,0,0,0,0,6,,-983.117676,1139.331421,10,"#73c000"
0mfFGjshEFbLqZEkPBkblG,0mfFGjshEFbLqZEkPBkblG,,24,10271,Pulse Ultra,0,0,0,0,6,,-899.222656,1214.167725,10,"#73c000"
0XaShgj4XgdneEkOyv0bCC,0XaShgj4XgdneEkOyv0bCC,"grunge pop, hard alternative",11,3313,Closure,0,0,0,0,6,,-675.9599,1108.651489,10,"#73c000"
139wYRAzVbuOjYRxeuVaMQ,139wYRAzVbuOjYRxeuVaMQ,underground grunge,1,421,Still Rain,0,0,0,0,6,,-133.611542,709.529724,10,"#73c000"
2bNBkjI8dj6Hhn5nkuWmR7,2bNBkjI8dj6Hhn5nkuWmR7,grunge pop,4,1529,No Address,0,0,0,0,6,,-224.07756,820.682983,10,"#73c000"
7mXnK1qGWFCKWDww3D2NCJ,7mXnK1qGWFCKWDww3D2NCJ,grunge pop,15,6422,U.P.O.,0,0,0,0,6,,-124.327271,473.187531,10,"#73c000"
33uTE5rqkeSu0IAgFEGkcK,33uTE5rqkeSu0IAgFEGkcK,grunge pop,3,1073,Seven Channels,0,0,0,0,6,,-121.460182,590.156921,10,"#73c000"
2pVlOoHxePUplhv9w2ZTx9,2pVlOoHxePUplhv9w2ZTx9,,12,4903,Systematic,0,0,0,0,6,,-474.030701,1195.071533,10,"#73c000"
4Chmvv7snf0tN3GPp4jzhz,4Chmvv7snf0tN3GPp4jzhz,"alternative metalcore, grunge pop, rap rock",18,15220,Full Devil Jacket,0,0,0,0,6,,-217.491867,448.225311,10,"#73c000"
3GB80jogLa6avIee5UqtAd,3GB80jogLa6avIee5UqtAd,grunge pop,12,3704,8stops7,0,0,0,0,6,,-387.223877,1119.914429,10,"#73c000"
3s4QalxVf7tJzEqwuK4OA7,3s4QalxVf7tJzEqwuK4OA7,"alternative metalcore, hard alternative, rap rock",18,12234,The Blank Theory,0,0,0,0,7,,-328.343567,91.399551,10,"#c0c0c0"
29KgWvoKiNJJDixLiOQ9Tr,29KgWvoKiNJJDixLiOQ9Tr,"hard alternative, nu metal",14,8242,Pressure 4-5,0,0,0,0,7,,-286.69455,-21.25098,10,"#c0c0c0"
4DBLENrn8bjySmST0dPmth,4DBLENrn8bjySmST0dPmth,"alternative metalcore, rap rock",16,14050,From Zero,0,0,0,0,7,,-389.507172,-44.648827,10,"#c0c0c0"
032KW4BDINmTBcRJtgLzDK,032KW4BDINmTBcRJtgLzDK,"cleveland metal, hard alternative, rap metalcore, rap rock",20,19874,Switched,0,0,0,0,7,,-231.848877,87.845741,10,"#c0c0c0"
09r5DbXTHzkULoLVWdAIMW,09r5DbXTHzkULoLVWdAIMW,"alternative metalcore, hard alternative, rap metalcore, rap rock",18,8502,Lifer,0,0,0,0,7,,-433.654083,54.267258,10,"#c0c0c0"
1XFVzEMC5dyIus9DaPpAdK,1XFVzEMC5dyIus9DaPpAdK,"nu metal, rap rock",22,23527,Unloco,0,0,0,0,6,,-210.472473,329.602509,10,"#73c000"
4Qd8NEE1cdNgqki7u9r1hs,4Qd8NEE1cdNgqki7u9r1hs,,14,5835,Onesidezero,0,0,0,0,6,,-111.309746,310.318268,10,"#73c000"
2sQMWvEOpGDW5znSlXwDn5,2sQMWvEOpGDW5znSlXwDn5,"alternative metalcore, hard alternative, miami metal, rap metalcore, rap rock",17,5692,Endo,7,0.292632,0.392497,7236,7,true,-327.11026,-356.183929,65.919022,"#c0c0c0"
4c1JZrEC8vqzikQBL1qj3n,4c1JZrEC8vqzikQBL1qj3n,"alternative metalcore, rap metalcore, rap rock",9,7658,Grade 8,0,0,0,0,7,,-90.760452,-526.626465,10,"#c0c0c0"
07fTAgqdll24uVLY2FKTrm,07fTAgqdll24uVLY2FKTrm,"alternative metalcore, rap metalcore, rap rock",15,8172,Darwin's Waiting Room,0,0,0,0,7,,-463.237793,-615.098083,10,"#c0c0c0"
1Io0pffT5n5BXs2VZm5iOT,1Io0pffT5n5BXs2VZm5iOT,"alternative metalcore, rap metalcore",3,3265,40 Grit,0,0,0,0,7,,-219.919006,-630.692444,10,"#c0c0c0"
3lmJHmJ29hCPrTiY60CxIC,3lmJHmJ29hCPrTiY60CxIC,"alternative metalcore, hard alternative, rap metalcore",9,2933,Twin Method,0,0,0,0,7,,-422.035828,-514.372925,10,"#c0c0c0"
1stV6oo9asbFSMafjLzL9m,1stV6oo9asbFSMafjLzL9m,"alternative metalcore, funk metal, rap metalcore, rap rock",12,5359,Headplate,0,0,0,0,7,,-315.197357,-489.918549,10,"#c0c0c0"
1KcqD1P5YwBDopoanaswBg,1KcqD1P5YwBDopoanaswBg,"alternative metalcore, rap metalcore, rap rock",10,4576,Shuvel,0,0,0,0,7,,-386.100098,-691.835571,10,"#c0c0c0"
0HH4zpGoJjgANmze1nNfTH,0HH4zpGoJjgANmze1nNfTH,"alternative metalcore, rap metalcore, rap rock",8,2491,Number One Son,0,0,0,0,7,,-196.141312,-524.239929,10,"#c0c0c0"
1DigUiRbUT4b2oIqMkJuBF,1DigUiRbUT4b2oIqMkJuBF,alternative metalcore,6,1781,Flybanger,0,0,0,0,7,,-547.099976,-531.371887,10,"#c0c0c0"
78La3UNTjYIUPI0gVjRdIF,78La3UNTjYIUPI0gVjRdIF,"alternative metalcore, hard alternative, rap metalcore",6,1153,MyDownFall,0,0,0,0,7,,-553.820435,-675.727905,10,"#c0c0c0"
6h8VOeAXc8EgwqQ9YMH1rZ,6h8VOeAXc8EgwqQ9YMH1rZ,alternative metalcore,11,5331,The Deadlights,0,0,0,0,7,,-637.631775,-613.73114,10,"#c0c0c0"
3bVC5WoTpMgRWdUOZwyYWW,3bVC5WoTpMgRWdUOZwyYWW,alternative metalcore,4,1326,Liquid Gang,0,0,0,0,7,,-596.355957,-779.30835,10,"#c0c0c0"
4sNa80vVIh4V4dbDCpHohT,4sNa80vVIh4V4dbDCpHohT,"alternative metalcore, rap metalcore, rap rock",11,7226,Factory 81,0,0,0,0,7,,-323.072906,-603.958435,10,"#c0c0c0"
4rV2evbem9rGdUSUB7wqJx,4rV2evbem9rGdUSUB7wqJx,"alternative metalcore, hard alternative, rap metalcore",6,2250,Centox,0,0,0,0,7,,-481.361176,-763.176941,10,"#c0c0c0"
2NVAcQoUfQqM8i4Lu9V9nU,2NVAcQoUfQqM8i4Lu9V9nU,"alternative metalcore, rap metalcore",7,1652,8 Degrees,6,0.357143,0.46,6600,7,,354.435059,-614.411133,61.004089,"#c0c0c0"
40zv8tnqo5trjBSCrEpBNp,40zv8tnqo5trjBSCrEpBNp,"alternative metalcore, rap metalcore",4,445,8 Degrees,0,0,0,0,8,,245.806244,-652.956116,10,"#df89ff"
32J6TVMrQvipyeLoXeZTEv,32J6TVMrQvipyeLoXeZTEv,"alternative metalcore, rap metalcore",3,904,Str8jackit,0,0,0,0,7,,800.204041,-948.914978,10,"#c0c0c0"
2gU2KMFxmKRwJEGT2cinVk,2gU2KMFxmKRwJEGT2cinVk,"alternative metalcore, rap metalcore",3,606,Captor,0,0,0,0,7,,696.025696,-716.445496,10,"#c0c0c0"
2mp95qucupM7jSSkEpvDPF,2mp95qucupM7jSSkEpvDPF,"alternative metalcore, rap metalcore",4,924,Spyndakit,0,0,0,0,7,,633.378723,-501.03476,10,"#c0c0c0"
0vgSTIVpAWTKu7Uobd16AA,0vgSTIVpAWTKu7Uobd16AA,"alternative metalcore, rap metalcore",8,1640,EASTcide,0,0,0,0,7,,789.324524,-733.515808,10,"#c0c0c0"
38zL8mwW1htcbZdg6UTLCQ,38zL8mwW1htcbZdg6UTLCQ,"alternative metalcore, rap metalcore",4,457,ScKapegoat,6,0.381271,0.485526,722.172354,8,,338.8125,-825.836487,15.58087,"#df89ff"
22miU6FYBUweP3TmdRWwXX,22miU6FYBUweP3TmdRWwXX,"alternative metalcore, rap metalcore",3,1263,7th Rail Crew,0,0,0,0,7,,460.558929,-395.166382,10,"#c0c0c0"
5jVm8SrkHZpepeutvMV6GQ,5jVm8SrkHZpepeutvMV6GQ,"alternative metalcore, rap metalcore",3,509,I TRIP,6,0.387755,0.496491,722.657312,8,,249.943954,-764.03949,15.584618,"#df89ff"
6Vkd8iv6mFuZpYYLOuk9xv,6Vkd8iv6mFuZpYYLOuk9xv,"alternative metalcore, rap metalcore",6,731,Halfgain,0,0,0,0,7,,243.907608,-514.129883,10,"#c0c0c0"
1jakT9N7L3jCilyIIw2cY2,1jakT9N7L3jCilyIIw2cY2,"alternative metalcore, rap metalcore",4,755,Flipzyde,6,0.387755,0.490643,500.279221,8,,393.807251,-709.375183,13.866104,"#df89ff"
0dSIuPymatuy1rYeZvJDZp,0dSIuPymatuy1rYeZvJDZp,rap metalcore,4,480,No Blindfold,6,0.386441,0.492836,993.928847,8,,133.27713,-823.200989,17.680975,"#df89ff"
7FQ5C2G2tO4biqeqB8mQLK,7FQ5C2G2tO4biqeqB8mQLK,"alternative metalcore, rap metalcore",4,490,Disrup,0,0,0,0,8,,476.144043,-737.354309,10,"#df89ff"
604fyQmWANC770NX8zsHc3,604fyQmWANC770NX8zsHc3,"alternative metalcore, rap metalcore",5,1346,Kilkus,0,0,0,0,7,,824.214844,-839.474365,10,"#c0c0c0"
0t8GmoXAuqh2B5UrsTr9g3,0t8GmoXAuqh2B5UrsTr9g3,"alternative metalcore, rap metalcore",7,882,Stoopi,0,0,0,0,7,,409.167572,-510.792877,10,"#c0c0c0"
4zWZCaTUtshEp4UGLdiIIG,4zWZCaTUtshEp4UGLdiIIG,rap metalcore,3,1401,Calm Chaos,0,0,0,0,8,,-174.792221,-743.472046,10,"#df89ff"
719JTWMdYd8VfmW4f9gW0Z,719JTWMdYd8VfmW4f9gW0Z,"alternative metalcore, rap metalcore",3,404,Buny,7,0.360759,0.47477,979.031201,8,,409.79776,-907.97821,17.565847,"#df89ff"
12s79IGvQ2nuihqC57RrsG,12s79IGvQ2nuihqC57RrsG,"alternative metalcore, rap metalcore",9,1237,Gazzoleen,0,0,0,0,7,,146.0439,-559.875488,10,"#c0c0c0"
0CDoi4cLrWzDuAwRNDrcSu,0CDoi4cLrWzDuAwRNDrcSu,"alternative metalcore, rap metalcore",6,1139,Deadly Medley,0,0,0,0,7,,694.321716,-599.886108,10,"#c0c0c0"
0LLRgYTzoLI8c0RQqH5VEd,0LLRgYTzoLI8c0RQqH5VEd,"alternative metalcore, rap metalcore",3,500,Acid Blitz,6,0.378738,0.480409,726.068981,8,,461.479919,-857.341919,15.610983,"#df89ff"
7MN6Sbr4ohzZITq1nUhnZq,7MN6Sbr4ohzZITq1nUhnZq,"alternative metalcore, rap metalcore",2,414,Stuk,5,0.414545,0.506871,1793.184954,8,true,55.018116,-793.854492,23.85754,"#df89ff"
5jSdvmC9tzHRZ0tpL456Kp,5jSdvmC9tzHRZ0tpL456Kp,"alternative metalcore, rap metalcore",1,310,Flofactor,6,0.4,0.50307,273.556207,8,,140.560349,-946.497192,12.114013,"#df89ff"
3qMtDm1wLs11gJNtCqwp3u,3qMtDm1wLs11gJNtCqwp3u,"alternative metalcore, rap metalcore",1,258,Ld-50 (metal),5,0.431818,0.52076,891.435792,8,,122.413803,-1024.835571,16.88892,"#df89ff"
16e5omZWnBd0ruEYVrtGoB,16e5omZWnBd0ruEYVrtGoB,"alternative metalcore, rap metalcore",2,284,Mugg,6,0.383838,0.485526,99.970853,8,,246.342926,-979.902771,10.772564,"#df89ff"
3C5lX49QUDgTrMXVnjRO9Y,3C5lX49QUDgTrMXVnjRO9Y,,1,128,Ethynol,6,0.38,0.486257,854.523893,8,,318.915405,-1113.73645,16.603668,"#df89ff"
3Mk7LttDUmD02mZfuJzvCK,3Mk7LttDUmD02mZfuJzvCK,,0,229,Nok,6,0.389078,0.493567,230.167184,8,,207.662827,-860.602722,11.778708,"#df89ff"
58THD159RRgM6CkicnQEQ9,58THD159RRgM6CkicnQEQ9,"alternative metalcore, rap metalcore",2,506,Jor,6,0.386441,0.489912,297.719876,8,,152.760895,-706.465942,12.300747,"#df89ff"
1t2bTxOIvdQVFyzBF6YYgY,1t2bTxOIvdQVFyzBF6YYgY,"alternative metalcore, rap metalcore",1,290,Throe,0,0,0,0,8,,28.423491,-927.213379,10,"#df89ff"
30KrmSnkTpr9Fw9O5JAn2h,30KrmSnkTpr9Fw9O5JAn2h,rap metalcore,1,401,Knecbone,5,0.411552,0.505409,459.6822,8,,-78.175438,-880.852112,13.552374,"#df89ff"
3BGNUHqlNXi4RQhdo9MAyK,3BGNUHqlNXi4RQhdo9MAyK,rap metalcore,0,226,copper seven,5,0.395833,0.489327,473.301892,8,,-125.713608,-1084.433472,13.657626,"#df89ff"
0aqVsYytIGMkikRmhOlStW,0aqVsYytIGMkikRmhOlStW,rap metalcore,1,308,End7,5,0.397213,0.492982,600.434228,8,,-124.936562,-978.402954,14.640091,"#df89ff"
0CP8YnbpuZM3Hq18GUwIBd,0CP8YnbpuZM3Hq18GUwIBd,"alternative metalcore, rap metalcore",6,401,Calm,6,0.376238,0.478947,72.302913,8,,317.524292,-911.093262,10.558749,"#df89ff"
38s8F4smkdOEwTuOrz9yDz,38s8F4smkdOEwTuOrz9yDz,rap metalcore,0,238,Drednot,4,0.405694,0.49269,1672.528228,8,,-223.897217,-1033.846313,22.925117,"#df89ff"
0MuUhh4IeClZYFUlyB196N,0MuUhh4IeClZYFUlyB196N,"alternative metalcore, rap metalcore",1,359,Downbreed,0,0,0,0,8,,-55.514435,-756.481262,10,"#df89ff"
1IOxINdNqjjd3gaDP4gnQ5,1IOxINdNqjjd3gaDP4gnQ5,"alternative metalcore, rap metalcore",3,384,Armani Death Machine,6,0.395833,0.500877,222.098984,8,,335.487213,-1020.011108,11.716357,"#df89ff"
557ml9sf87zBJDPKnsVPtN,557ml9sf87zBJDPKnsVPtN,,2,147,Mainstay,6,0.372549,0.477485,426.114089,8,,414.752289,-1101.521118,13.292964,"#df89ff"
18SW67nMoQRDFqaA5eVTEa,18SW67nMoQRDFqaA5eVTEa,alternative metalcore,4,395,Skribble,6,0.372549,0.477485,118.485481,8,,539.232605,-943.081726,10.915643,"#df89ff"
1ranHcLburi3zOihRT9x4a,1ranHcLburi3zOihRT9x4a,"alternative metalcore, rap metalcore",8,474,Juice,0,0,0,0,8,,620.92511,-864.578491,10,"#df89ff"
6V0jVWhSql4pEEENNj2ZEI,6V0jVWhSql4pEEENNj2ZEI,"alternative metalcore, rap metalcore",1,252,Distortion Drum,6,0.398601,0.503801,105.089728,8,,219.583725,-1066.060181,10.812122,"#df89ff"
2DzHz5qpMaBh9YXwLifKyQ,2DzHz5qpMaBh9YXwLifKyQ,"alternative metalcore, rap metalcore",1,430,20 Dead Flower Children,0,0,0,0,8,,599.634094,-742.891174,10,"#df89ff"
741l72V0At1jVQWPauiqOK,741l72V0At1jVQWPauiqOK,alternative metalcore,1,201,DetoX,0,0,0,0,8,,634.049927,-1164.571899,10,"#df89ff"
66MpNnHO4fBD7ktZJpIM9F,66MpNnHO4fBD7ktZJpIM9F,rap metalcore,1,262,adrenachrome.,6,0.416058,0.518421,715.796745,8,,157.593765,-1122.27356,15.5316,"#df89ff"
0FTMRoelJ4u2VN2U8mnpZf,0FTMRoelJ4u2VN2U8mnpZf,"alternative metalcore, rap metalcore",7,536,Shortie,0,0,0,0,8,,484.721558,-609.273743,10,"#df89ff"
17P6ra1GoNpVHCX1rsPwL6,17P6ra1GoNpVHCX1rsPwL6,"alternative metalcore, rap metalcore",1,330,Sig. 9,6,0.377483,0.48114,93.688073,8,,438.365601,-995.055115,10.724011,"#df89ff"
4nWCUjS15JcvxMGTUoJ6bi,4nWCUjS15JcvxMGTUoJ6bi,rap metalcore,0,396,Disappearance,0,0,0,0,8,,-319.908691,-1047.758057,10,"#df89ff"
42C5Rvru2nXgk2mRH7sp49,42C5Rvru2nXgk2mRH7sp49,rap metalcore,0,318,Project XXX,0,0,0,0,8,,-480.235809,-901.776062,10,"#df89ff"
5YzaVB93VNKv17ZtoHfdpG,5YzaVB93VNKv17ZtoHfdpG,rap metalcore,0,295,Conscious Collective,0,0,0,0,8,,-374.695679,-830.184875,10,"#df89ff"
1xUjb3MKhNTFH9jJX69iBo,1xUjb3MKhNTFH9jJX69iBo,rap metalcore,1,352,IH5,0,0,0,0,8,,-368.378479,-927.366272,10,"#df89ff"
1qNwgMYf7e3oakXQkK9Ay8,1qNwgMYf7e3oakXQkK9Ay8,rap metalcore,0,302,Joel Stop Him,0,0,0,0,8,,-289.910828,-758.268433,10,"#df89ff"
11GaEXM3jVsiihU0Ty6nKJ,11GaEXM3jVsiihU0Ty6nKJ,rap metalcore,0,277,Keenants,0,0,0,0,8,,-223.735489,-1152.395874,10,"#df89ff"
1Mw2GlMaAp3qUyI3BONvBX,1Mw2GlMaAp3qUyI3BONvBX,rap metalcore,0,220,Back Yard Pimps,0,0,0,0,8,,-201.296906,-848.198181,10,"#df89ff"
0tVZor6CzVoQA9Mky4pwcx,0tVZor6CzVoQA9Mky4pwcx,rap metalcore,0,250,Race Card,0,0,0,0,8,,-269.492249,-920.305725,10,"#df89ff"
2OlXLEN4RlJcFoMatkN3XX,2OlXLEN4RlJcFoMatkN3XX,,2,103,D:FI,6,0.368932,0.476901,110.800277,8,,269.389221,-1276.244019,10.856253,"#df89ff"
6gxat692jrMGBsyJmxeehZ,6gxat692jrMGBsyJmxeehZ,,2,106,Nipps Brown,6,0.375,0.477485,56.649597,8,,440.24472,-1212.665405,10.437782,"#df89ff"
1FA4oNo3ydbl7sgknfHp9s,1FA4oNo3ydbl7sgknfHp9s,alternative metalcore,3,164,Funny,6,0.37377,0.478947,57.643729,8,,513.100647,-1155.992554,10.445464,"#df89ff"
66G1TgL4T8ldy9rfcPP3z8,66G1TgL4T8ldy9rfcPP3z8,,1,111,I.R.A.T.E,0,0,0,0,8,,515.016418,-1440.178467,10,"#df89ff"
6E1qVzP827F6GgHdEdzHeY,6E1qVzP827F6GgHdEdzHeY,,1,108,LeechSeed,7,0.338279,0.454449,55.507883,8,,449.709991,-1307.478638,10.428959,"#df89ff"
06oPWSe3CgMyVhsPqhYoWV,06oPWSe3CgMyVhsPqhYoWV,,1,65,Malachi Crunch,0,0,0,0,8,,700.138062,-1271.34729,10,"#df89ff"
72JgT9EAnNi9PAs8CMWhVC,72JgT9EAnNi9PAs8CMWhVC,,1,98,Addiction 96,6,0.365385,0.472515,122.703873,8,,539.753845,-1327.321655,10.948242,"#df89ff"
3EyFtxOcCpCPIfT8U83Fj8,3EyFtxOcCpCPIfT8U83Fj8,"alternative metalcore, rap metalcore",6,375,Seeded Crown,7,0.348624,0.464536,74.663043,8,,529.684265,-1044.606567,10.576988,"#df89ff"
7BEGqZcs5VgE9cJTCcwZSY,7BEGqZcs5VgE9cJTCcwZSY,,1,97,HeadDrop,7,0.337278,0.456203,313.471082,8,,553.89801,-1247.1604,12.42247,"#df89ff"
76Q9qK8hoyrIh9c5VXeCcn,76Q9qK8hoyrIh9c5VXeCcn,"alternative metalcore, rap metalcore",3,174,Aisling,0,0,0,0,8,,244.734024,-1192.436523,10,"#df89ff"
1C0DIDi6LiXsM2fpP0IIVt,1C0DIDi6LiXsM2fpP0IIVt,,1,77,Chubfarm,0,0,0,0,8,,248.355743,-1401.73645,10,"#df89ff"
4o8gR8yv2LzaUrAumVWviL,4o8gR8yv2LzaUrAumVWviL,,2,127,Addiction,7,0.360759,0.476963,18.999674,8,,344.444,-1322.468384,10.146828,"#df89ff"
5SA9KqI6ceUrf6UKAatyks,5SA9KqI6ceUrf6UKAatyks,rap metalcore,2,136,ZERØMIND,0,0,0,0,8,,677.49707,-1370.359009,10,"#df89ff"
5aAgPl8TPf3gvdkyGpSplR,5aAgPl8TPf3gvdkyGpSplR,rap metalcore,2,135,As Ashes Fall,7,0.342342,0.460297,114.906472,8,,366.360535,-1212.599487,10.887985,"#df89ff"
43KTeXSHf2WSF8vss1nPG8,43KTeXSHf2WSF8vss1nPG8,,0,51,tod.,7,0.350769,0.468191,90.918127,8,,387.222656,-1413.063354,10.702605,"#df89ff"
6cruc2lyuxVnupCCSUNagV,6cruc2lyuxVnupCCSUNagV,"alternative metalcore, rap metalcore",10,734,Brik,0,0,0,0,8,,858.679993,-1034.403442,10,"#df89ff"
2AhTNX3mOn3A0ZfUCEATQu,2AhTNX3mOn3A0ZfUCEATQu,"alternative metalcore, rap metalcore",4,548,NMSO4,0,0,0,0,8,,717.522156,-877.300171,10,"#df89ff"
0TjGE1zs305Nu2xhIEHjwN,0TjGE1zs305Nu2xhIEHjwN,"alternative metalcore, rap metalcore",3,525,22 Even,0,0,0,0,8,,584.318359,-621.645752,10,"#df89ff"
7zeB5Fk5d38bTwUjeIjxLX,7zeB5Fk5d38bTwUjeIjxLX,,0,129,Myndsick,5,0.411552,0.507602,472.998088,8,,107.375656,-1273.637329,13.655278,"#df89ff"
0zxnrHKUQJWSvz28kewqiJ,0zxnrHKUQJWSvz28kewqiJ,alternative metalcore,5,263,Lower,7,0.340299,0.459858,247.556461,8,,673.727661,-1023.666626,11.91309,"#df89ff"
3vTfprC8BEOBy6UFBDf7fO,3vTfprC8BEOBy6UFBDf7fO,alternative metalcore,1,311,CrawlBlind,0,0,0,0,8,,792.267822,-1123.36438,10,"#df89ff"
